a,Rstar,R0,psi,pi,mean_nz,meannh
1.73153421799159e-05,1.95673378332714,0.00548076451113064,25.405486171831,8.51274598956837e-06,8489.02117323725,8963.69318225454
2.09052279756367e-05,1.43867030082587,0.0354704167305347,48.2883053076401,6.60855929788066e-06,4423.7288758374,4671.08604811793
2.11006678292938e-05,1.65098023307929,0.0316721784073019,87.2354501542552,8.59191818831129e-06,2437.26335141579,2573.54534057704
2.20471230242858e-05,1.31695567744843,0.0106350591014922,43.847204832552,5.36306526568317e-06,4876.99653229824,5149.69861357642
2.27698264382444e-05,1.08990615004884,0.0397462579393204,52.2833406992069,1.95597669757824e-06,4082.42031059739,4310.69287712054
1.74951204368295e-05,1.40007976208504,0.0182823445984775,61.437099519314,5.0923278897019e-06,3469.14339600048,3663.12397771231
1.23522444933029e-05,1.03738912748917,0.0261610489501561,35.4137017882681,4.57148039768796e-07,6055.19423597176,6393.77640632138
2.22466834588861e-05,1.05012619494772,0.0015696936172244,97.8905590883434,1.06355784392868e-06,2170.60720825842,2291.97885562569
1.33836561605511e-05,1.27166983062839,0.0163024204272803,29.9678458905354,2.90652647164472e-06,7174.43288818102,7575.59839396736
1.55209050175874e-05,1.57787783429996,0.124901541818024,97.2126884338812,6.49553127863136e-06,2185.821520676,2308.04389135915
2.1437653202964e-05,1.30392835750609,0.00334565749110935,36.0285247701672,5.01349771521145e-06,5950.39482423472,6283.11703189867
2.02724086755607e-05,1.67097490357551,0.0157864575495743,51.4915922586277,8.27072084378975e-06,4145.81224173876,4377.62943074503
2.06978698735395e-05,1.30591866487588,0.0502514737099573,49.2338519476112,5.10501812297547e-06,4337.89247612051,4580.45002127455
1.36005868830839e-05,1.1895672149231,0.0692956211155286,29.4751994160234,2.32870091483525e-06,7296.43912458156,7704.42672966097
1.66691501382049e-05,1.63101517270403,0.0754856384036789,63.2821798868503,6.97547070989705e-06,3367.18575244742,3555.46527175024
1.40059814431351e-05,1.23239109606964,0.00301001180180591,38.0336407782635,2.64903427375574e-06,5632.47514894027,5947.42056374454
2.33854383209646e-05,1.35165896928823,0.130198668632446,27.6112974244754,6.99468052983133e-06,7798.17951103125,8234.22242571362
2.26233690625392e-05,1.3748128937374,0.0651328207656685,52.0771986984771,6.59732051742644e-06,4098.73781000731,4327.92278563736
1.31393676429894e-05,1.21426776446307,0.042425681437192,72.2069087834084,2.42124279454632e-06,2948.08717766197,3112.93238594001
2.08152891078433e-05,1.36345584737844,0.0453585282429727,62.4356544269202,5.8122346927999e-06,3413.20983182008,3604.06283300888
1.46033088916121e-05,1.17657011040602,0.0234671806610712,56.8465095439962,2.24417793175239e-06,3751.79123912787,3961.57635434289
2.00129559813458e-05,1.54861942147076,0.00479573708215121,33.4618153703606,7.12388238351213e-06,6413.81568811044,6772.45053139957
2.30223000267623e-05,1.45085093278435,0.0171596344222938,38.805740220146,7.27889871004216e-06,5518.93264045992,5827.52921368288
2.2929986012673e-05,1.2239239626754,0.0193576561275998,29.8591412501778,4.27788484176932e-06,7201.00194547183,7603.65308635608
2.20806726119164e-05,1.64176689532709,0.0128675366918134,75.8751229595484,8.74365305505542e-06,2804.61092042666,2961.43351197676
2.2105468545137e-05,1.5157500038608,0.10215385178392,39.9555643731214,8.37718982024992e-06,5358.08102008565,5657.68341597784
2.1961943641861e-05,1.41768404756105,0.00557895360380761,57.511312958516,6.50667768532459e-06,3708.0397072733,3915.37841234288
1.37235378495902e-05,1.53283096638003,0.0900895504411706,56.0558438217872,5.24271014624182e-06,3805.18925419944,4017.96017220306
1.65078915876131e-05,1.05681196480339,0.0793349802916572,37.3035709736085,9.63882799623965e-07,5744.2197664072,6065.41349193981
2.22806383881513e-05,1.70482902504565,0.0541471480148301,45.7077843751097,9.7386000311254e-06,4676.26128499341,4937.73905652205
2.00766603744803e-05,1.30798180888542,0.00377631062471396,64.8749796928202,4.74514193426005e-06,3283.86966804508,3467.49048614318
1.86052129189884e-05,1.02619956272767,0.0186169406323919,56.1864540657244,4.84005244941291e-07,3796.26386205565,4008.53570793614
1.77109011439355e-05,1.62738373327961,0.0351522745018108,59.4358299628731,7.07647670189244e-06,3586.94980895949,3787.51765268577
1.62062493912941e-05,1.90302850705561,0.0735012823385917,59.8881890301204,8.30015072990001e-06,3559.62676266568,3758.66681125374
1.21219033008842e-05,1.61279776595019,0.0507582240976699,46.5911489071389,4.85205341777075e-06,4586.63083138625,4843.09682751528
2.11871425922429e-05,1.8713630427139,0.0866736970939128,25.948179015262,1.08013239724251e-05,8307.94220556618,8772.48900513692
1.57311456269771e-05,1.47520823954991,0.378421071685899,72.519524390435,8.15232630314609e-06,2935.28998482451,3099.41962541694
1.99947849900154e-05,1.52752176907257,0.0323480173595343,48.0534380095458,7.1357799354359e-06,4445.57935974352,4694.15832342756
1.4232872325249e-05,1.26689014934478,0.0459391519873309,81.4905698984666,3.14270430330473e-06,2610.14928254283,2756.09835941469
1.96268596358355e-05,1.21163146278519,0.0112323182252673,46.8520489490236,3.46703005601247e-06,4560.81222604066,4815.834549334
1.3052780501375e-05,1.17612659592885,0.0811966716245402,21.0337634171613,2.12738010903827e-06,10297.0207441647,10872.788836125
2.24088471470727e-05,1.56576179488648,0.0245203613805609,64.3808689558987,8.3004027023393e-06,3309.27103313743,3494.31219367008
1.43865825325688e-05,1.34195007392125,0.0680150434290025,69.5049853334497,3.93340127368207e-06,3063.52491584064,3234.8249393417
1.89946083899382e-05,1.06774421518309,0.0619392095009614,29.5382028957935,1.28468164364608e-06,7280.60508547965,7687.70731461312
1.2240744960336e-05,1.30134845540029,0.0123437668197515,35.3814196218866,2.86993466928446e-06,6060.79898366061,6399.6945490167
1.42481132767126e-05,1.2233336007752,0.0873444459712835,40.7808858852242,2.8500516020544e-06,5248.28698832481,5541.75014241627
1.45230130677028e-05,1.08531196511596,0.0173525146582767,21.7379006861336,1.16173723615048e-06,9955.49723006582,10512.1686971908
1.87646090198569e-05,1.37979640068618,0.126375214062176,75.677165439968,5.91208555539701e-06,2811.9962769974,2969.23182805946
2.32012203437425e-05,1.1571021704485,0.115196414818082,35.3466710092981,3.56010529169579e-06,6066.8435568391,6406.07711047862
2.15761158016529e-05,1.0429123603897,0.0170339744242084,38.5749619785784,9.0314983359936e-07,5552.38757918739,5862.85481837446
2.35622887395686e-05,1.66856750883261,0.00429953144499612,30.0391407824866,9.48156338170047e-06,7157.11355366003,7557.31063173908
2.22005422876105e-05,1.37761354475989,0.0132085216248139,22.0977975005812,6.16663929602551e-06,9789.54311497377,10336.9350937328
1.79919288347913e-05,1.3148954377257,0.0446506427764337,58.3117513687833,4.51006071603811e-06,3656.69709297563,3861.16492502234
1.26969463585457e-05,1.24875856015549,0.155514597139064,70.2686264299453,2.9950213635122e-06,3029.99245017063,3199.41747271198
1.38947578275315e-05,1.32028505557098,0.0257991803610298,47.9024821538415,3.45991336500474e-06,4459.73760423282,4709.10824015077
2.37751265753517e-05,1.50763634028044,0.0203654867176301,48.6129254590797,8.17154645635336e-06,4393.87961472247,4639.56773606627
2.39102209530082e-05,1.66633543564919,0.114380923275455,98.0104473020807,1.07957986382762e-05,2167.93841950465,2289.16083891106
2.09665690990314e-05,1.06632279445264,0.0480764633651098,42.3628937941044,1.36990305284919e-06,5049.93384550754,5332.30588757624
2.11629190364527e-05,1.15527452791871,0.123044932481192,38.295320076283,3.24341536827645e-06,5593.47363605173,5906.23824271573
1.51092041341709e-05,1.40583862296349,0.0241323053876322,69.3451641606569,4.46952922175949e-06,3070.6370107342,3242.33471405047
1.69438311844049e-05,1.35638018598096,0.0229139928946121,64.2924569850141,4.55620605976248e-06,3313.85764358325,3499.15526897215
2.01613859573398e-05,1.22787161482891,0.0540703925031974,80.2147682935645,3.95539153962522e-06,2651.92471975479,2800.20971148707
1.33507740871115e-05,1.61789563631397,0.165191937961159,47.443936597462,6.10768972919591e-06,4503.30333204438,4755.10998869106
2.06276704015704e-05,1.4092738843235,0.0972096003704009,39.6163655561777,6.63546934843793e-06,5404.54882931655,5706.74951868831
1.79492473417846e-05,1.160662568941,0.098404216234708,37.7726549160964,2.7557151357321e-06,5671.91886665478,5989.06981591922
1.7592174456398e-05,1.41829156625512,0.0133736071452011,28.2984961501726,5.25862990786435e-06,7605.36081416969,8030.62208084487
2.34096642329609e-05,1.13530431812701,0.0110503376939811,89.6665676292112,2.82104536604894e-06,2370.81019937839,2503.37639486456
2.36610079248771e-05,1.63196463541191,0.00151545842515619,54.6675890907675,9.17621609360536e-06,3902.71746949751,4120.94177405143
2.30091207477814e-05,1.28438413054435,0.00925838381693383,65.4512211447874,5.14209311564811e-06,3254.73431253572,3436.72599843461
2.23236190725211e-05,1.38562553496338,0.0884920321129457,50.8570227249372,6.81574158505931e-06,4198.05873737842,4432.79734082616
2.25964860971728e-05,1.09905632651157,0.0302380269656864,51.4184413272107,2.10004150465336e-06,4151.76862020469,4383.91886599987
1.21576201889087e-05,1.40454057224051,0.0273838690425926,24.5258201518735,3.60022319750635e-06,8799.92095597838,9291.97723362514
1.80149111132221e-05,1.45909911965454,0.0560986291137364,37.9440160276947,6.00507903610975e-06,5645.9584542936,5961.65780144291
1.695712470893e-05,1.08814692998311,0.0181222978293416,34.5817368258728,1.39896533837886e-06,6203.02777577558,6549.87620461447
1.48057562520308e-05,1.27327035049963,0.00175638235683526,33.3253750090695,3.18316752259642e-06,6440.47915916642,6800.60491679245
1.20100690781409e-05,1.19894322562331,0.0282025184568631,46.480375383729,2.05066576091937e-06,4597.68157326603,4854.76548254926
1.79726884259982e-05,1.23935279423518,0.0485283494944039,71.4879622656471,3.64798009656221e-06,2977.9455746481,3144.46034470413
1.30746375834066e-05,1.39017640208352,0.0269649889078028,18.8713066987928,3.7712593428235e-06,11509.6337149929,12153.2062597019
2.22648624065788e-05,1.56193213258184,0.0138842918067383,59.2959623196143,8.12276691163794e-06,3595.4830883716,3796.52807885007
2.15963184199836e-05,1.38617950949407,0.0995289241020239,45.0703205548974,6.68142303656713e-06,4743.14874868125,5008.36659885016
1.35388956557214e-05,1.04811380951497,0.0529732982138813,65.6739496504614,6.56260241202599e-07,3243.61099399014,3424.98070853884
1.67154178124322e-05,1.14893994764166,0.0418822348880858,76.1862895064978,2.26154165430884e-06,2793.0800798475,2949.25791305013
1.74992926338539e-05,1.28214689986359,0.0536890780557631,47.6797741414196,4.06926531073651e-06,4480.79097940875,4731.33883560775
1.33631067761667e-05,1.72866643755769,0.011905259676435,63.6499413583623,5.70059929114551e-06,3347.57570903635,3534.75871338027
1.59912938215015e-05,1.13451147284571,0.00883074303121959,66.6100806037922,1.91284245336159e-06,3197.67909908073,3376.48048632882
1.28191737011746e-05,1.59448876230602,0.000819300472030055,25.1882530374309,4.78335493226197e-06,8563.7368248972,9042.58663342219
1.82049057059074e-05,1.1532565856795,0.0933077970959362,37.3289716215187,2.66816643232392e-06,5740.25753701798,6061.22971057823
1.60796108245784e-05,1.28639377893621,0.00567583032806912,32.3581304640463,3.60022922167333e-06,6636.05015948792,7007.11146288934
1.37830065185409e-05,1.74752752978332,0.0469553565898378,36.1941666134385,6.18625002862891e-06,5922.77788682397,6253.95586613743
1.74334871701179e-05,1.57903135979593,0.00183878441353545,61.2079079825619,6.40453076419531e-06,3482.2410997651,3676.95405252803
2.37362549113054e-05,1.88900045603239,0.0228485399922893,77.7307777177303,1.14316670671644e-05,2737.22150694036,2890.27595283111
1.40778502547946e-05,1.35087661424342,0.0189166241563253,30.263779352814,3.72703011522951e-06,7103.08589000614,7500.26195787379
1.88806336925207e-05,1.33854295341602,0.148602765213194,44.8502131353881,5.60861645384873e-06,4766.69069799242,5033.22491952473
2.32167221642146e-05,1.41617985832848,0.0425499098749656,49.4865223662989,7.12585098404577e-06,4315.51625153943,4556.82260798051
1.69085770220999e-05,1.35499506635448,0.0376521834675062,60.1927599620701,4.60311568369384e-06,3541.46359378499,3739.48803083354
1.78467880840553e-05,1.19248704964056,0.07132644864244,101.243801215689,3.10196136869347e-06,2098.35767004375,2215.68941307399
1.96930887466148e-05,1.60929477725806,0.0247653488323945,70.7685563854757,7.64517997699783e-06,3008.43465274353,3176.65424973512
2.10187910078745e-05,1.28530083964014,0.0891910282140708,28.952470725088,5.12234057641679e-06,7430.51663438379,7846.00131593917
