meannh,cum.prob
3988.99670227181,0.001
4656.21900174872,0.002
4766.14485946452,0.003
4894.15633551328,0.004
5061.2663561595,0.005
5158.09811710296,0.006
5292.38286828072,0.007
5335.90311670594,0.008
5422.23426151082,0.009
5494.63083780201,0.01
5569.27958999603,0.011
5618.62086067156,0.012
5671.31968638086,0.013
5735.39959141176,0.014
5802.46618925564,0.015
5844.32704530243,0.016
5858.81400640518,0.017
5943.27568233053,0.018
5960.83401630395,0.019
6003.41074291166,0.02
6044.82700036687,0.021
6100.42370016658,0.022
6148.20744624731,0.023
6169.7970200234,0.024
6213.73896630745,0.025
6242.88305541226,0.026
6273.66136154077,0.027
6300.53653350296,0.028
6327.59825949421,0.029
6370.82325315905,0.03
6422.0227159909,0.031
6450.0150067472,0.032
6461.78970422021,0.033
6508.04314875851,0.034
6530.99482913017,0.035
6553.90831960414,0.036
6588.34833078561,0.037
6606.91983168538,0.038
6632.85883072994,0.039
6661.57042128787,0.04
6683.64415575016,0.041
6727.41733077671,0.042
6741.92253730161,0.043
6767.98194246479,0.044
6803.16702032249,0.045
6818.98010824642,0.046
6853.93030818704,0.047
6880.32369073883,0.048
6900.80502424263,0.049
6913.7314142931,0.05
6943.96314532447,0.051
6968.95305194013,0.052
6978.19441604837,0.053
7000.59450840221,0.054
7027.88063217055,0.055
7043.92892351935,0.056
7079.37486024227,0.057
7102.96851192154,0.058
7126.8554881604,0.059
7146.7463426582,0.06
7163.33643678213,0.061
7175.03781629546,0.062
7210.04748484804,0.063
7218.86137384638,0.064
7233.56132906433,0.065
7261.48823647923,0.066
7289.29480694167,0.067
7312.48905392917,0.068
7319.9832112102,0.069
7337.69067444624,0.07
7366.39115439929,0.071
7376.86827716011,0.072
7394.99485867106,0.073
7425.33775226663,0.074
7437.35939038292,0.075
7464.39279182688,0.076
7474.54598533792,0.077
7502.19153788642,0.078
7505.96537055283,0.079
7534.39502329403,0.08
7543.09260850901,0.081
7562.44103260451,0.082
7586.08582691476,0.083
7610.53250683463,0.084
7628.25404464795,0.085
7631.74394775294,0.086
7659.64504128758,0.087
7677.53926516002,0.088
7682.69265529734,0.089
7702.65946289434,0.09
7723.76512188544,0.091
7749.78969230559,0.092
7756.49145377018,0.093
7784.64657388771,0.094
7787.96778798367,0.095
7809.80081021094,0.096
7832.3127897081,0.097
7848.20967303393,0.098
7863.20825201383,0.099
7877.31847893184,0.1
7899.351964681,0.101
7911.89152561771,0.102
7921.3042838533,0.103
7948.4605211765,0.104
7964.87524887725,0.105
7977.61708332497,0.106
7990.08121837953,0.107
8004.83900129976,0.108
8027.57600018472,0.109
8041.58225967248,0.11
8050.24043940349,0.111
8069.9674611651,0.112
8081.06215460079,0.113
8098.8562629564,0.114
8117.4571006613,0.115
8129.33432162385,0.116
8148.95068482367,0.117
8160.06039146355,0.118
8173.6387390377,0.119
8189.42088446991,0.12
8199.11047095177,0.121
8218.56977907553,0.122
8240.44312382922,0.123
8245.62508943266,0.124
8267.70334537524,0.125
8287.32471206445,0.126
8297.34829660366,0.127
8307.73256224184,0.128
8318.75612139478,0.129
8342.66117137828,0.13
8349.87293549662,0.131
8370.78004950764,0.132
8388.14617212408,0.133
8395.5466635245,0.134
8414.56402564235,0.135
8433.75764609453,0.136
8448.41995259552,0.137
8452.83377517247,0.138
8466.10853278679,0.139
8478.90457558149,0.14
8497.95031911834,0.141
8517.91609629598,0.142
8531.4909351457,0.143
8538.11730142659,0.144
8552.51095093048,0.145
8571.73974184521,0.146
8577.58989848954,0.147
8601.26175084284,0.148
8612.78753725797,0.149
8624.14055262324,0.15
8647.40745367568,0.151
8654.31904771495,0.152
8665.94055234594,0.153
8679.29773321416,0.154
8699.01179433726,0.155
8705.01366602827,0.156
8723.02166641956,0.157
8743.31907207978,0.158
8747.35604772138,0.159
8768.26209022852,0.16
8778.45900571825,0.161
8789.52266939293,0.162
8811.80315806668,0.163
8819.45533494702,0.164
8826.59289581066,0.165
8847.58835131346,0.166
8857.99743694933,0.167
8869.18436086902,0.168
8883.17524814265,0.169
8896.60060946302,0.17
8915.79597731763,0.171
8931.57171740185,0.172
8939.30791327368,0.173
8952.81890352249,0.174
8963.13471943971,0.175
8973.75297849326,0.176
8989.35414691373,0.177
9012.69165360624,0.178
9021.11270244524,0.179
9032.17457999765,0.18
9045.97157277221,0.181
9053.18901812129,0.182
9066.75581397017,0.183
9079.77840959518,0.184
9102.99153765235,0.185
9111.62182101169,0.186
9126.88334598685,0.187
9144.35305854114,0.188
9153.90147920841,0.189
9162.39520015325,0.19
9173.67841899109,0.191
9191.93143726104,0.192
9199.42953591772,0.193
9220.7285298162,0.194
9230.48252599639,0.195
9242.24195375239,0.196
9255.12225522974,0.197
9267.03995511993,0.198
9281.1256476822,0.199
9299.16658084094,0.2
9312.03364603263,0.201
9316.69135949737,0.202
9327.05793694256,0.203
9342.79565082483,0.204
9364.00645218659,0.205
9372.32557097731,0.206
9385.47910747199,0.207
9393.95246486255,0.208
9408.97385333602,0.209
9427.37504054834,0.21
9433.1692214643,0.211
9444.8115736052,0.212
9460.04737199434,0.213
9475.40725312349,0.214
9482.97370084116,0.215
9502.32224558986,0.216
9512.18536459556,0.217
9522.26185713034,0.218
9538.25205972702,0.219
9550.65693960686,0.22
9566.03364814514,0.221
9576.38197754302,0.222
9590.65735993694,0.223
9592.55328603346,0.224
9616.30664491071,0.225
9618.49475654486,0.226
9636.31383015928,0.227
9652.37188894773,0.228
9661.8075309311,0.229
9679.79201129797,0.23
9687.57301811677,0.231
9696.34993702983,0.232
9717.35845291034,0.233
9725.87107768071,0.234
9741.66552333001,0.235
9752.08106191518,0.236
9759.71202955799,0.237
9771.21335088319,0.238
9784.76441716012,0.239
9804.63934648059,0.24
9816.70134928872,0.241
